    JOBID     USER PARTITION     NAME ST   START_TIME     END_TIME TIME_LEFT  NODES NODELIST(REASON)  PRIORITY
  1490426 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490427 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490428 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490429 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490430 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490431 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490432 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490433 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490434 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490435 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490436 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490437 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490438 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490439 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490440 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490441 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490442 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490443 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490444 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490445 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490446 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490447 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490448 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490449 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490450 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490451 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490452 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490453 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490454 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490455 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490456 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490457 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490458 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490459 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490460 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490461 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490462 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490463 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490464 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490465 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490466 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490467 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490468 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490469 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490470 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490471 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490472 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490473 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490474 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490475 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490476 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490477 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490478 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490479 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490480 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490481 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490482 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490483 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490484 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490485 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490486 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490487 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490488 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490489 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490490 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490491 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490492 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490493 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490494 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490495 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490496 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490497 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490498 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490499 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490500 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490501 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490502 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490503 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490504 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490505 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490506 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490507 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490508 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490509 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490510 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490511 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490512 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490513 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490514 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490515 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490516 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490517 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490518 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490519 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490520 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490521 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490522 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490523 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490524 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490525 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490526 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490527 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490528 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490529 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490530 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490531 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490532 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490533 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490534 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490535 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490536 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490537 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490538 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490539 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490540 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490541 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490542 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490543 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490544 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490545 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490546 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490547 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490548 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490549 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
  1490550 kopanica    bigMem   Smiley PD          N/A          N/A 1-00:00:00      1      (Priority)      1715
